country,indicator,sex,classification1,classification2,year,value
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (10-year bands): 15-24,,2015,1896.416
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (10-year bands): 25-34,,2015,956.976
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (10-year bands): 35-44,,2015,822.974
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (10-year bands): 45-54,,2015,780.878
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (10-year bands): 55-64,,2015,1039.393
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (10-year bands): 65+,,2015,1583.723
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (10-year bands): Total,,2015,1784.734
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (10-year bands): 15-24,,2015,789.35
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (10-year bands): 25-34,,2015,71.012
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (10-year bands): 35-44,,2015,50.832
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (10-year bands): 45-54,,2015,70.064
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (10-year bands): 55-64,,2015,232.644
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (10-year bands): 65+,,2015,570.832
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (10-year bands): Total,,2015,5295.625
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (10-year bands): 15-24,,2015,1107.066
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (10-year bands): 25-34,,2015,885.963
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (10-year bands): 35-44,,2015,772.143
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (10-year bands): 45-54,,2015,710.814
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (10-year bands): 55-64,,2015,806.749
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (10-year bands): 65+,,2015,1012.891
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): Total,,2015,7080.359
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 15-19,,2015,1306.897
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 20-24,,2015,589.519
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 25-29,,2015,447.011
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 30-34,,2015,509.965
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 35-39,,2015,449.95
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 40-44,,2015,373.024
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 45-49,,2015,375.148
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 50-54,,2015,405.73
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 55-59,,2015,472.898
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 60-64,,2015,566.495
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Total,Age (5-year bands): 65+,,2015,1583.723
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): Total,,2015,1784.734
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 15-19,,2015,622.255
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 20-24,,2015,167.095
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 25-29,,2015,41.19
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 30-34,,2015,29.823
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 35-39,,2015,22.623
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 40-44,,2015,28.209
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 45-49,,2015,31.747
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 50-54,,2015,38.317
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 55-59,,2015,73.674
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 60-64,,2015,158.97
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Male,Age (5-year bands): 65+,,2015,570.832
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): Total,,2015,5295.625
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 15-19,,2015,684.642
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 20-24,,2015,422.424
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 25-29,,2015,405.821
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 30-34,,2015,480.142
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 35-39,,2015,427.327
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 40-44,,2015,344.815
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 45-49,,2015,343.401
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 50-54,,2015,367.413
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 55-59,,2015,399.224
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 60-64,,2015,407.524
Sri Lanka,Persons Outside The Labour Force By Sex And Age (Thousands),Female,Age (5-year bands): 65+,,2015,1012.891
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 15+",,2022,50.273
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 15-64",,2022,44.683
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 15-24",,2022,74.862
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 25+",,2022,44.54
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 15+",,2022,29.542
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 15-64",,2022,23.242
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 15-24",,2022,67.007
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 25+",,2022,20.221
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 15+",,2022,68.016
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 15-64",,2022,63.471
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 15-24",,2022,82.289
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 25+",,2022,64.876
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): Total,,2022,50.273
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 15-24,,2022,74.862
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 25-54,,2022,32.273
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 55-64,,2022,47.018
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 65+,,2022,78.308
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): Total,,2022,29.542
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 15-24,,2022,67.007
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 25-54,,2022,5.406
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 55-64,,2022,23.174
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 65+,,2022,63.719
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): Total,,2022,68.016
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 15-24,,2022,82.289
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 25-54,,2022,55.201
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 55-64,,2022,67.718
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 65+,,2022,89.395
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): Total,,2022,50.273
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 15-24,,2022,74.862
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 25-34,,2022,33.397
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 35-44,,2022,31.77
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 45-54,,2022,31.818
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 55-64,,2022,47.018
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 65+,,2022,78.308
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): Total,,2022,29.542
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 15-24,,2022,67.007
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 25-34,,2022,7.36
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 35-44,,2022,3.664
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 45-54,,2022,5.507
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 55-64,,2022,23.174
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 65+,,2022,63.719
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): Total,,2022,68.016
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 15-24,,2022,82.289
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 25-34,,2022,55.679
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 35-44,,2022,55.809
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 45-54,,2022,54.163
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 55-64,,2022,67.718
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 65+,,2022,89.395
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): Total,,2022,50.273
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 15-19,,2022,92.36
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 20-24,,2022,52.336
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 25-29,,2022,33.392
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 30-34,,2022,33.401
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 35-39,,2022,32.582
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 40-44,,2022,31.037
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 45-49,,2022,30.409
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 50-54,,2022,33.22
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 55-59,,2022,39.818
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 60-64,,2022,54.57
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 65+,,2022,78.308
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): Total,,2022,29.542
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 15-19,,2022,89.166
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 20-24,,2022,37.498
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 25-29,,2022,10.142
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 30-34,,2022,4.432
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 35-39,,2022,3.78
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 40-44,,2022,3.562
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 45-49,,2022,4.859
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 50-54,,2022,6.166
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 55-59,,2022,14.838
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 60-64,,2022,32.181
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 65+,,2022,63.719
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): Total,,2022,68.016
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 15-19,,2022,95.467
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 20-24,,2022,65.857
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 25-29,,2022,54.562
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 30-34,,2022,56.719
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 35-39,,2022,56.855
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 40-44,,2022,54.852
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 45-49,,2022,52.562
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 50-54,,2022,55.726
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 55-59,,2022,62.099
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 60-64,,2022,73.46
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 65+,,2022,89.395
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 15+",,2021,50.164
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 15-64",,2021,44.601
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 15-24",,2021,73.819
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 25+",,2021,44.664
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 15+",,2021,29.038
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 15-64",,2021,22.862
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 15-24",,2021,65.072
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 25+",,2021,20.019
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 15+",,2021,68.304
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 15-64",,2021,63.702
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 15-24",,2021,82.234
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 25+",,2021,65.273
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): Total,,2021,50.164
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 15-24,,2021,73.819
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 25-54,,2021,32.367
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 55-64,,2021,47.514
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 65+,,2021,78.87
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): Total,,2021,29.038
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 15-24,,2021,65.072
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 25-54,,2021,5.806
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 55-64,,2021,22.148
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 65+,,2021,63.5
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): Total,,2021,68.304
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 15-24,,2021,82.234
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 25-54,,2021,55.188
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 55-64,,2021,68.948
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 65+,,2021,90.588
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): Total,,2021,50.164
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 15-24,,2021,73.819
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 25-34,,2021,33.168
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 35-44,,2021,31.641
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 45-54,,2021,32.416
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 55-64,,2021,47.514
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 65+,,2021,78.87
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): Total,,2021,29.038
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 15-24,,2021,65.072
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 25-34,,2021,7.996
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 35-44,,2021,4.03
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 45-54,,2021,5.697
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 55-64,,2021,22.148
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 65+,,2021,63.5
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): Total,,2021,68.304
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 15-24,,2021,82.234
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 25-34,,2021,55.072
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 35-44,,2021,54.929
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 45-54,,2021,55.557
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 55-64,,2021,68.948
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (10-year bands): 65+,,2021,90.588
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): Total,,2021,50.164
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 15-19,,2021,91.255
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 20-24,,2021,52.811
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 25-29,,2021,33.55
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 30-34,,2021,32.769
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 35-39,,2021,32.743
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 40-44,,2021,30.643
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 45-49,,2021,31.841
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 50-54,,2021,32.995
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 55-59,,2021,39.791
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 60-64,,2021,55.989
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (5-year bands): 65+,,2021,78.87
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): Total,,2021,29.038
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 15-19,,2021,87.086
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 20-24,,2021,37.9
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 25-29,,2021,10.798
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 30-34,,2021,4.889
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 35-39,,2021,3.947
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 40-44,,2021,4.101
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 45-49,,2021,5.605
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 50-54,,2021,5.789
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 55-59,,2021,13.268
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 60-64,,2021,31.629
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (5-year bands): 65+,,2021,63.5
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): Total,,2021,68.304
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 15-19,,2021,95.351
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 20-24,,2021,66.791
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 25-29,,2021,54.52
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 30-34,,2021,55.616
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 35-39,,2021,56.176
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 40-44,,2021,53.764
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 45-49,,2021,54.326
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 50-54,,2021,56.811
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 55-59,,2021,61.666
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 60-64,,2021,77.128
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (5-year bands): 65+,,2021,90.588
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 15+",,2020,49.505
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 15-64",,2020,44.256
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 15-24",,2020,71.088
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,"Age (Youth, adults): 25+",,2020,44.431
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 15+",,2020,28.199
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 15-64",,2020,22.328
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 15-24",,2020,61.428
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,"Age (Youth, adults): 25+",,2020,19.821
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 15+",,2020,68.045
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 15-64",,2020,63.774
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 15-24",,2020,80.451
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,"Age (Youth, adults): 25+",,2020,65.308
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): Total,,2020,49.505
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 15-24,,2020,71.088
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 25-54,,2020,32.816
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 55-64,,2020,47.914
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (Aggregate bands): 65+,,2020,77.518
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): Total,,2020,28.199
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 15-24,,2020,61.428
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 25-54,,2020,5.956
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 55-64,,2020,23.909
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (Aggregate bands): 65+,,2020,62.103
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): Total,,2020,68.045
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 15-24,,2020,80.451
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 25-54,,2020,56.159
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 55-64,,2020,68.686
Sri Lanka,Inactivity Rate By Sex And Age (%),Female,Age (Aggregate bands): 65+,,2020,89.396
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): Total,,2020,49.505
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 15-24,,2020,71.088
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 25-34,,2020,33.406
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 35-44,,2020,32.985
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 45-54,,2020,32.127
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 55-64,,2020,47.914
Sri Lanka,Inactivity Rate By Sex And Age (%),Total,Age (10-year bands): 65+,,2020,77.518
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): Total,,2020,28.199
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 15-24,,2020,61.428
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 25-34,,2020,7.365
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 35-44,,2020,4.237
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 45-54,,2020,6.459
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 55-64,,2020,23.909
Sri Lanka,Inactivity Rate By Sex And Age (%),Male,Age (10-year bands): 65+,,2020,62.103
